브랜드,상호,주소,시도,군구,위도,경도
이디야,국회의사당역점,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",서울,영등포구,37.526869878743,126.917843631999
이디야,남부고용센터점,서울 영등포구 양산로 71 (양평동3가),서울,영등포구,37.525029038125,126.891103928762
이디야,당산버드나루점,서울 영등포구 버드나루로 87 (영등포동7가),서울,영등포구,37.5259675849267,126.908721351403
이디야,당산역점,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",서울,영등포구,37.5332447828491,126.902291122854
이디야,당산중앙점,서울 영등포구 당산로 159 (당산동4가),서울,영등포구,37.5288505614052,126.89756596732
이디야,대림1동점,서울 영등포구 도림로 198 (대림동),서울,영등포구,37.49647205091008,126.9028549432193
이디야,대림역점,서울 영등포구 도림로31길 2 (대림동),서울,영등포구,37.4925465879116,126.895922332338
이디야,도림점,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",서울,영등포구,37.5086080352152,126.896572544617
이디야,라이프점,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",서울,영등포구,37.5196351977246,126.939136417577
이디야,문래에이스점,"서울 영등포구 선유로13길 25 (문래동6가, 에이스하이테크시티2)",서울,영등포구,37.5189822790873,126.886278723171
이디야,보라매역점,서울 영등포구 여의대방로 141 (신길동),서울,영등포구,37.4996793942781,126.919957889888
이디야,서여의도점,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",서울,영등포구,37.5303335810073,126.919916432847
이디야,선유도역점,서울 영등포구 양평로 126 (양평동5가),서울,영등포구,37.5382334285342,126.893922350178
이디야,신길성애병원점,서울 영등포구 여의대방로53길 27 (신길동),서울,영등포구,37.51185482624904,126.92152601914933
이디야,신길썬프라자점,서울 영등포구 신길로 42 (신길동),서울,영등포구,37.4964707028524,126.908618171148
이디야,신길아이파크점,서울 영등포구 도림로 280 (신길동),서울,영등포구,37.5029405804778,126.904213869543
이디야,신길역점,서울 영등포구 영등포로 353 (신길동),서울,영등포구,37.5150693438158,126.918084717307
이디야,양평동2가점,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",서울,영등포구,37.524529915593526,126.88358139719747
이디야,여의나루역점,서울 영등포구 여의나루로 113 (여의도동),서울,영등포구,37.5260558187275,126.930769729764
이디야,여의도농협재단점,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",서울,영등포구,37.5220163808659,126.930048684376
이디야,여의도역점,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",서울,영등포구,37.5210144173791,126.923991634451
이디야,영등포knk점,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",서울,영등포구,37.52667482397141,126.90422425738348
이디야,영등포그랜드점,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",서울,영등포구,37.526790955173,126.888600855285
이디야,영등포당산엘르점,서울 영등포구 영등포로 141-1 (당산동1가),서울,영등포구,37.5213280608143,126.89731742963
이디야,영등포시장점,서울 영등포구 영등포로35길 19 (영등포동6가),서울,영등포구,,
이디야,영등포아크로타워점,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",서울,영등포구,37.5236586861947,126.906430209934
이디야,영등포에이스점,서울 영등포구 경인로 775 (문래동3가),서울,영등포구,37.5147464245043,126.897536835727
이디야,영등포점,서울 영등포구 영중로 16-1 (영등포동3가),서울,영등포구,37.51787131047062,126.90613304012864
이디야,영등포코레일점,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",서울,영등포구,37.5156680341198,126.907665995469
이디야,영등포홈플러스점,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",서울,영등포구,37.50324896699568,127.02455282046348
이디야,한국수출입은행점,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",서울,영등포구,37.5286372332436,126.923399003703
이디야,갈현점,서울 은평구 갈현로 268 (갈현동),서울,은평구,37.6206319523994,126.916658816351
이디야,구산사거리점,서울 은평구 서오릉로 195 (구산동),서울,은평구,37.61346014720294,126.91190260226251
이디야,구산역점,서울 은평구 연서로 148 (대조동),서울,은평구,37.611979902816174,126.91762675639762
이디야,구파발역점,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)",서울,은평구,37.635741734904,126.919341649662
이디야,녹번동점,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)",서울,은평구,37.60875371667509,126.92690582152824
이디야,녹번혁신파크점,서울 은평구 통일로 675 (녹번동),서울,은평구,37.6066595928946,126.933057960005
이디야,백련산아이파크점,"서울 은평구 응암로 264 (응암동, 서울빌딩)",서울,은평구,37.59534169809925,126.91882273114796
이디야,본서부병원점,"서울 은평구 응암로 337 (응암동, 빛터룩스 빌딩)",서울,은평구,37.60130668380729,126.92212973358568
이디야,불광역점,서울 은평구 통일로 749 (대조동),서울,은평구,37.6119412915133,126.928170521884
이디야,불광점,서울 은평구 통일로 790 (불광동),서울,은평구,37.615230520763,126.925968000044
이디야,새절역점,서울 은평구 가좌로 272 (신사동),서울,은평구,37.59318462886998,126.91361081200472
이디야,서광교회점,"서울 은평구 통일로 951 (갈현동, 서광교회)",서울,은평구,37.6277461902526,126.919185124303
이디야,역촌동점,서울 은평구 갈현로 82 (역촌동),서울,은평구,37.60527601006437,126.91070049318746
이디야,역촌역점,서울 은평구 진흥로 95 (역촌동),서울,은평구,37.6054420445568,126.922124290438
이디야,역촌진흥로점,서울 은평구 진흥로1길 3 (역촌동),서울,은평구,37.60076733486699,126.91863338447128
이디야,연신내역점,서울 은평구 통일로 855-9 (갈현동),서울,은평구,37.6188948297727,126.919884176889
이디야,연신내통일로점,서울 은평구 통일로 876 (불광동),서울,은평구,37.6212043252743,126.920274642424
이디야,은평구청점,서울 은평구 은평로 197 (녹번동),서울,은평구,37.601551874463,126.92948914955392
이디야,은평뉴타운점,"서울 은평구 진관3로 70 (진관동, 은평뉴타운상림마을)",서울,은평구,37.6422598317106,126.923141080933
이디야,은평신사점,"서울 은평구 갈현로1길 21 (신사동, 새마을금고신사동제2분사무소)",서울,은평구,37.5992730543067,126.907863200941
이디야,응암역점,"서울 은평구 연서로 9 (역촌동, 센타폴리스)",서울,은평구,37.60009892931871,126.91561001336947
이디야,응암오거리점,서울 은평구 응암로 211 (응암동),서울,은평구,37.59090765819004,126.91715178773087
이디야,증산동점,서울 은평구 증산서길 78 (증산동),서울,은평구,37.5833665429509,126.906550600654
이디야,경희궁점,서울 종로구 경희궁1길 16 (신문로2가),서울,종로구,37.5716953499755,126.970696336246
이디야,광화문스페이스본점,"서울 종로구 사직로8길 4 (사직동, 광화문 스페이스본)",서울,종로구,37.5746716527447,126.968429762772
이디야,광화문점,서울 종로구 세종대로23길 15 (도렴동),서울,종로구,37.57150699708368,126.97565344843616
이디야,낙원동점,서울 종로구 낙원동 ,서울,종로구,37.5725577161914,126.988607627918
이디야,대학로점,서울 종로구 대학로10길 17 (동숭동),서울,종로구,37.5820961487244,127.003178474246
이디야,독립문역점,서울 종로구 통일로 266 (무악동),서울,종로구,37.5758473655224,126.956783269179
이디야,동대문역점,"서울 종로구 율곡로 286 (종로6가, 야드인빌딩)",서울,종로구,37.57184800694998,127.00805518188872
이디야,배화여대점,서울 종로구 필운대로1길 35 (필운동),서울,종로구,37.5777983064688,126.967517691017
이디야,북촌마을점,서울 종로구 북촌로5길 39 (화동),서울,종로구,37.5793376128612,126.982701926649
이디야,삼일빌딩점,서울 종로구 삼일대로15길 13 (관철동),서울,종로구,37.5687803685297,126.986738925326
이디야,상명대점,서울 종로구 홍지동,서울,종로구,37.6007910021227,126.956587544473
이디야,성균관대점,서울 종로구 성균관로 8 (명륜2가),서울,종로구,37.5836585925455,126.998337309053
이디야,숭인점,서울 종로구 숭인동길 6 (숭인동),서울,종로구,37.5752699068368,127.021595350369
이디야,신설점,서울 종로구 난계로29길 30 (숭인동),서울,종로구,37.5742373886978,127.021476077131
이디야,안국역사점,"서울 종로구 율곡로 지하 62 (안국동, 3호선 안국역)",서울,종로구,37.5767203705556,126.985823042976
이디야,종로3가점,서울 종로구 종로 126 (종로3가),서울,종로구,37.5701023901699,126.991536823031
이디야,종로4가점,서울 종로구 김상옥로 1 (인의동),서울,종로구,37.573504922526,126.997895712568
이디야,종로5가점,서울 종로구 대학로 33 (효제동),서울,종로구,37.574075527144224,127.00182933693895
이디야,종로교차로점,서울 종로구 동호로 406-1 (종로5가),서울,종로구,37.57062831400788,127.00218468908557
이디야,종로삼일대로점,서울 종로구 삼일대로 390-1 (관철동),서울,종로구,37.5694514711928,126.987964250478
이디야,종로이화동점,서울 종로구 낙산성곽서1길 10 (이화동),서울,종로구,37.5774862427837,127.008183259977
이디야,종로타워점,"서울 종로구 종로 51 (종로2가, 종로타워)",서울,종로구,37.5707451369668,126.983611410428
이디야,창덕궁점,서울 종로구 돈화문로 41-1 (묘동),서울,종로구,37.57228044824555,126.99142858488985
이디야,창신동점,서울 종로구 종로 316-1 (창신동),서울,종로구,37.5720247998631,127.012925903352
이디야,창신중앙점,서울 종로구 지봉로 64 (숭인동),서울,종로구,37.5757294269114,127.015830340656
이디야,탑골공원점,서울 종로구 낙원동 ,서울,종로구,37.5725577161914,126.988607627918
이디야,혜화동로터리점,서울 종로구 혜화로 3-1 (혜화동),서울,종로구,37.5860668674463,127.000571872704
이디야,혜화역점,서울 종로구 창경궁로 258-15 (명륜2가),서울,종로구,37.5835966141203,127.00065076533
이디야,IBK본점,"서울 중구 을지로 79 (을지로2가, 기업은행)",서울,중구,37.56644251292965,126.98717557400126
이디야,동국대후문점,"서울 중구 창경궁로 2 (충무로5가, 남경빌딩)",서울,중구,37.5625572053404,126.9986915916533
이디야,동대문점,서울 중구 을지로43길 38 (을지로6가),서울,중구,37.5677113760105,127.007765983844
이디야,동대문팀204점,"서울 중구 마장로 30 (신당동, Team204)",서울,중구,37.5677127859728,127.013196592402
이디야,명동거리점,"서울 중구 명동8가길 7 (충무로2가, 프리엠상가)",서울,중구,37.5617602798822,126.985404271845
이디야,명동역점,서울 중구 퇴계로 103 (충무로1가),서울,중구,37.5608740391449,126.983217097792
이디야,명동중앙점,"서울 중구 명동7길 21 (을지로2가, 명동아르누보센텀)",서울,중구,37.5647312946952,126.983858910559
이디야,북창동점,서울 중구 남대문로1길 57-1 (태평로2가),서울,중구,37.5636463684929,126.977568053773
이디야,서소문점,서울 중구 서소문로11길 8 (서소문동),서울,중구,37.5632737727618,126.973094520683
이디야,신당점,서울 중구 다산로35길 11 (신당동),서울,중구,37.563539806566,127.014848931952
이디야,신당중앙점,서울 중구 퇴계로 455 (황학동),서울,중구,37.5655864141353,127.022323414056
이디야,오장동점,서울 중구 마른내로 109-1 (오장동),서울,중구,37.5646143674959,127.000127901565
이디야,을지로3가점,서울 중구 수표로 45 (저동2가),서울,중구,37.5653393912938,126.989596182183
이디야,을지로중앙점,서울 중구 마른내로 49 (인현동1가),서울,중구,37.5644739023203,126.993478277513
이디야,정동점,서울 중구 정동길 2-1 (정동),서울,중구,37.5679813745371,126.969346954167
이디야,중림브라운스톤점,"서울 중구 청파로 464 (중림동, 브라운스톤서울)",서울,중구,37.5608187887289,126.968225883547
이디야,충무아트홀점,서울 중구 퇴계로 381-1 (신당동),서울,중구,37.565280545198,127.01399810196
이디야,충무필동점,서울 중구 퇴계로 218-5 (필동2가),서울,중구,37.561380272679,126.996296560896
이디야,태평로점,서울 중구 세종대로11길 26 (서소문동),서울,중구,37.5623140006705,126.974582779311
이디야,퇴계로2길점,서울 중구 퇴계로2길 1 (남창동),서울,중구,37.55756848236245,126.97740146915775
이디야,한국은행점,서울 중구 남대문로 29-2 (남대문로3가),서울,중구,37.5614426077681,126.978964253808
이디야,회현SK리더스점,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",서울,중구,37.5591253443035,126.980603849217
이디야,강동고덕교차로점,"서울 강동구 고덕로 421 (강일동, 대한연세요양원)",서울,강동구,37.5574052401914,127.172575598882
이디야,강동구청점,"서울 강동구 성내로6길 20 (성내동, 청일 베르네)",서울,강동구,37.5289268276291,127.122365834821
이디야,강동성내점,서울 강동구 풍성로 162 (성내동),서울,강동구,37.5305040538801,127.129853009462
이디야,강동역점,"서울 강동구 천호대로 1065 (천호동, 강동상떼빌)",서울,강동구,37.5370371637538,127.130464913259
이디야,강일점,"서울 강동구 아리수로93길 19 (강일동, 임페리얼타워)",서울,강동구,37.5653806615841,127.174117962328
이디야,고덕그라시움후문점,서울 강동구 동남로82길 121 (고덕동),서울,강동구,37.56039666265223,127.16370018873648
이디야,굽은다리역점,서울 강동구 양재대로 1543 (천호동),서울,강동구,37.5435065290527,127.141864467088
이디야,길동사거리점,서울 강동구 천호대로 1132 (성내동),서울,강동구,37.5340717110259,127.136981871571
이디야,길동역점,서울 강동구 양재대로 1471 (길동),서울,강동구,37.5373607499164,127.139268457231
이디야,둔촌오륜포레온점,"서울 강동구 양재대로 1300 (둔촌동, 올림픽파크포레온)",서울,강동구,37.52029359715243,127.13875890999957
이디야,둔촌점,서울 강동구 양재대로 1377 (성내동),서울,강동구,37.5292227276953,127.136262071919
이디야,명일역점,"서울 강동구 구천면로 424 (명일동, 명일메가타운)",서울,강동구,37.550410338798194,127.1455650538372
이디야,명일중앙점,"서울 강동구 상암로 210 (명일동, 명일현대종합상가)",서울,강동구,37.5462992589271,127.145789262651
이디야,보훈병원점,"서울 강동구 명일로 110 (둔촌동, 둔촌동암펠로스타워)",서울,강동구,37.5288078485418,127.143165938025
이디야,암사중앙점,"서울 강동구 암사길 50 (암사동, 제이빌더스)",서울,강동구,37.5513635720856,127.134728442286
이디야,올림픽북문점,서울 강동구 성안로 7 (성내동),서울,강동구,37.5245413697762,127.12890032958
이디야,천호중앙점,"서울 강동구 올림픽로 660 (천호동, 천호엘크루주상복합)",서울,강동구,37.54016837687974,127.1245693602402
이디야,천호초교사거리점,"서울 강동구 구천면로 304 (천호동, 일주빌딩)",서울,강동구,37.5467270340876,127.134809493652
이디야,천호현대점,서울 강동구 올림픽로 665 (천호동),서울,강동구,37.5409246865992,127.123873832581
이디야,개봉북부점,서울 구로구 경인로40길 12 (개봉동),서울,구로구,37.4962642022543,126.859131313522
이디야,개봉역점,서울 구로구 남부순환로97길 11 (개봉동),서울,구로구,37.49425567906598,126.85837744421302
이디야,개봉현대점,서울 구로구 개봉로 69 (개봉동),서울,구로구,37.4919033153723,126.85561013455
이디야,고척사거리점,"서울 구로구 고척로 228-6 (고척동, 종만빌딩)",서울,구로구,37.50590782693333,126.8582904039366
이디야,고척스카이돔점,"서울 구로구 경인로 397 (고척동, 골든타워빌딩)",서울,구로구,37.49757339497824,126.86392369544527
이디야,구로NC점,서울 구로구 구로동로 240 (구로동),서울,구로구,37.5000087655668,126.88269870264
이디야,구로구청점,"서울 구로구 가마산로25길 9 (구로동, 네오팰리스)",서울,구로구,37.4966251468796,126.890315032666
이디야,구로궁동점,서울 구로구 오리로 1304 (궁동) 1층,서울,구로구,37.49782588394648,126.82937821925746
이디야,구로미성점,"서울 구로구 구로중앙로 228 (신도림동, 기임빌딩)",서울,구로구,37.50618302845446,126.87671651690316
이디야,구로역광장점,"서울 구로구 경인로 572 (구로동, 스타팰리스)",서울,구로구,37.50330519053889,126.88108330547097
이디야,구로이마트점,서울 구로구 디지털로32길 43 (구로동),서울,구로구,37.4843992290119,126.897885833718
이디야,구로코레일점,"서울 구로구 구로중앙로 174 (구로동, 구로역)",서울,구로구,37.50246213304171,126.88136511388151
이디야,구로하버라인점,"서울 구로구 항동로3길 6 (항동, 가온 프라자)",서울,구로구,37.4808134179081,126.824263948518
이디야,구일역점,"서울 구로구 구일로 110 (구로동, 해원리버파크)",서울,구로구,37.49494013521619,126.87192053744891
이디야,남구로역점,서울 구로구 디지털로27길 127 (가리봉동),서울,구로구,37.4847108131575,126.887109265789
이디야,성공회대점,서울 구로구 연동로 312 (항동),서울,구로구,37.4877304207618,126.824364209502
이디야,신도림메르디앙점,"서울 구로구 신도림로 65 (신도림동, 신도림월드메르디앙오피스텔)",서울,구로구,37.509567497413,126.882036112811
이디야,신도림테크노마트점,서울 구로구 새말로 97 (구로동),서울,구로구,37.5070438414784,126.890227293528
이디야,경희대점,서울 동대문구 경희대로 4 (회기동),서울,동대문구,37.59203327648363,127.05250416385545
이디야,경희대캠퍼스점,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교)",서울,동대문구,37.59527971066824,127.05111084006764
이디야,답십리사거리점,서울 동대문구 답십리로 145 (답십리동),서울,동대문구,37.573052190180896,127.05611323484102
이디야,답십리점,"서울 동대문구 사가정로 6 (답십리동, 청계G well estates)",서울,동대문구,37.5701769955012,127.049533732451
이디야,답십리파크자이점,"서울 동대문구 한천로 55 (답십리동, 영진빌딩)",서울,동대문구,37.5669101962131,127.061880899304
이디야,동부병원사거리점,서울 동대문구 무학로 104 (용두동),서울,동대문구,37.5735114412289,127.030891222547
이디야,배봉초교사거리점,서울 동대문구 답십리로63길 131 (장안동),서울,동대문구,37.5785099656673,127.069336090359
이디야,신설동역점,서울 동대문구 천호대로 11-3 (신설동),서울,동대문구,37.57504733413244,127.02493296369806
이디야,용두동점,서울 동대문구 고산자로 413-1 (용두동),서울,동대문구,37.5766607970206,127.037934015806
이디야,이문점,서울 동대문구 신이문로 19 (이문동),서울,동대문구,37.6031419104525,127.064253948955
이디야,장안동사거리점,서울 동대문구 답십리로 309 (장안동),서울,동대문구,37.5723544570231,127.074804796028
이디야,장안중랑천점,서울 동대문구 장한로18길 32 (장안동),서울,동대문구,37.56754823943685,127.0707759133862
이디야,장안중앙점,서울 동대문구 사가정로25길 42 (장안동),서울,동대문구,37.5806820979802,127.070975935766
이디야,장한평군자초교점,서울 동대문구 한천로2길 53 (장안동),서울,동대문구,37.562872788703984,127.06144791110913
이디야,전농사거리점,서울 동대문구 사가정로 132 (전농동),서울,동대문구,37.5775954065724,127.059523151526
이디야,청량리역점,"서울 동대문구 고산자로34길 70 (용두동, 청량리역 해링턴플레이스)",서울,동대문구,37.5782923121696,127.042196782039
이디야,청량리점,서울 동대문구 왕산로 225 (청량리동),서울,동대문구,37.5821227010138,127.047209103701
이디야,촬영소사거리점,서울 동대문구 답십리로 264 (장안동),서울,동대문구,37.5722815601428,127.069508490646
이디야,회기역중앙점,서울 동대문구 회기로 194-1 (휘경동),서울,동대문구,37.58980550001833,127.05749583678212
이디야,답십리로데오점,서울 성동구 용답중앙15길 8 (용답동),서울,성동구,37.5641084405355,127.053432156481
이디야,마장동점,서울 성동구 고산자로 339-2 (마장동),서울,성동구,37.5700205589407,127.037356633974
이디야,마장역점,서울 성동구 마장로 293-1 (마장동),서울,성동구,37.5659440041462,127.042171365841
이디야,상왕십리역점,서울 성동구 무학봉15길 27 (하왕십리동),서울,성동구,37.5637091555598,127.030171840031
이디야,서울숲리버포레점,"서울 성동구 왕십리로 137 (성수동1가, 서울숲아이파크리버포레)",서울,성동구,37.5501670203702,127.04361144463
이디야,성수2가점,서울 성동구 성덕정길 106 (성수동2가),서울,성동구,37.5371594440377,127.055104789531
이디야,성수아카데미점,서울 성동구 성수이로 118 (성수동2가),서울,성동구,37.5451736913181,127.057857254458
이디야,성수우리W타워점,서울 성동구 아차산로15길 19 (성수동2가),서울,성동구,37.54487737059238,127.06190839848826
이디야,신금호역점,서울 성동구 금호산길 64 (금호동2가),서울,성동구,37.5539034830016,127.019640378475
이디야,옥수동점,서울 성동구 매봉길 12 (옥수동),서울,성동구,37.5452980059274,127.015693205964
이디야,왕십리비트플렉스점,서울 성동구 왕십리광장로 17 (행당동),서울,성동구,37.5614417528647,127.038394194396
이디야,왕십리센트라스점,서울 성동구 무학로 22 (홍익동),서울,성동구,37.566082525209,127.0303063608
이디야,왕십리역점,서울 성동구 왕십리로 309 (행당동),서울,성동구,37.5613776986706,127.034582633625
이디야,텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",서울,성동구,37.5691641596929,127.02634785313
이디야,한양대생활과학관점,"서울 성동구 왕십리로 222 (사근동, 한양대학교)",서울,성동구,37.5545035492027,127.046611216789
이디야,IBK고객센터점,"서울 용산구 한남대로 72 (한남동, IBK기업은행고객센터)",서울,용산구,37.53494410336005,127.00692431290224
이디야,동부이촌동점,서울 용산구 이촌로77길 19 (이촌동),서울,용산구,37.5205536707079,126.974666973357
이디야,동자동점,서울 용산구 후암로 93 (동자동),서울,용산구,37.5533528859435,126.975117496502
이디야,삼각지점,서울 용산구 한강대로 138 (한강로2가),서울,용산구,37.5314472493671,126.970454816197
이디야,숙대입구역점,서울 용산구 한강대로 289 (갈월동),서울,용산구,37.5440581079411,126.971964095596
이디야,순천향병원점,서울 용산구 대사관로 72 ,서울,용산구,37.5330952126175,127.005947068599
이디야,용문점,서울 용산구 원효로41길 73 (원효로2가),서울,용산구,37.53584882357322,126.9611373908156
이디야,용산원효대로점,서울 용산구 원효로19길 81 (원효로3가),서울,용산구,37.5337400268036,126.956231240406
이디야,용산원효점,"서울 용산구 원효로 70 (원효로4가, 신정빌딩)",서울,용산구,37.5325054872953,126.951642152118
이디야,용산중앙점,서울 용산구 한강대로 52-1 (한강로3가),서울,용산구,37.5254293060308,126.964651687385
이디야,용산청파점,"서울 용산구 청파로71길 10 (청파동1가, 새마을금고)",서울,용산구,37.5494639189725,126.969413497587
이디야,용산효창점,서울 용산구 효창원로66길 2 (효창동),서울,용산구,37.540537976136086,126.96220762686156
이디야,원효로점,서울 용산구 원효로 257 (원효로1가),서울,용산구,37.5405688166185,126.969114679317
할리스,충무로역점,"서울특별시 중구 퇴계로36길 2 (필동2가, 동국대학교충무로영상센터)",서울특별시,중구,37.5606439510409,126.993567232255
할리스,FKI타워2호점,"서울특별시 영등포구 여의대로 24 (여의도동, 에프케이아이타워) 1층",서울특별시,영등포구,37.5221803249647,126.919916550827
할리스,신대방삼거리역점,서울특별시 동작구 상도로 60 (대방동) 1층~2층,서울특별시,동작구,37.4995614234716,126.927153186125
할리스,여의도포스트타워점,서울특별시 영등포구 여의나루로 60 포스트타워 여의도 1층,서울특별시,영등포구,37.5223003029771,126.926225192863
할리스,대림역점,서울특별시 영등포구 도림로 140 대림빌딩 101호,서울특별시,영등포구,37.4930241705718,126.897628371815
할리스,충정로역점,서울특별시 서대문구 경기대로 26-26 어바니엘충정로 201동 지하1층 102호,서울특별시,서대문구,37.5610226183,126.962192415514
할리스,서서울공원점,서울특별시 양천구 남부순환로58길 37 신월동 205-36,서울특별시,양천구,37.5291587223783,126.831707115465
할리스,경희대 청운관점,서울 동대문구 경희대로 26 청운관 지하1층,서울,동대문구,37.5939491407769,127.054890960564
할리스,덕성여대점,서울시 강북구 삼양로 547 1~3층,서울시,강북구,37.6516375000425,127.012463182729
할리스,당산1가점,"서울특별시 영등포구 양산로 146, DE' HAR (당산동1가 256,258)",서울특별시,영등포구,37.5235012531296,126.899170493803
할리스,메리츠봉래타워점,서울시 중구 칠패로 28 메리츠강북타워 1층,서울시,중구,37.5592510458885,126.97211628887
할리스,고덕비즈밸리점,서울특별시 강동구 고덕비즈밸리로 38 (고덕동) KS타워 101호~102호,서울특별시,강동구,37.5662716017863,127.15962203189
할리스,파르나스몰점,"서울특별시 강남구 테헤란로 521 (삼성동, 파르나스타워) 파르나스몰 내 B1층 F-3a호",서울특별시,강남구,37.5091916919873,127.06080691987
할리스,석계역점,서울시 노원구 화랑로 325 1층,서울시,노원구,37.6149530035255,127.064043360012
할리스,국민대 성곡도서관점,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) 도서관 지하1층",서울특별시,성북구,37.6102919873059,126.998494142731
할리스,경희대 경영대점,서울특별시 동대문구 경희대로 26 (회기동) 경영대학 3층,서울특별시,동대문구,37.5939491407769,127.054890960564
할리스,명동역점,"서울특별시 중구 퇴계로 131 (충무로2가, 신일빌딩)",서울특별시,중구,37.5612833166249,126.986361886176
할리스,왕십리역점,서울특별시 성동구 왕십리광장로 17 (왕십리민자역사) 비트플렉스몰 3층 영풍문고 내,서울특별시,성동구,37.5614417528647,127.038394194396
할리스,소월아트홀점,서울특별시 성동구 왕십리로 275-1 (행당동 133-2),서울특별시,성동구,37.5589650309639,127.036892174319
할리스,송파거여역점,"서울특별시 송파구 오금로 513 (위례빌딩,1층)  거여동 37",서울특별시,송파구,37.4932241638816,127.145878722601
할리스,서초마제스타시티점,서울특별시 서초구 서초대로38길 12 (힐스테이트서리풀),서울특별시,서초구,37.4904950346372,127.005381592272
할리스,잠실새내역점,"서울특별시 송파구 올림픽로12길 8 (잠실동, 제일빌딩)",서울특별시,송파구,37.5109956587836,127.082785706876
할리스,중랑역점,서울특별시 중랑구 망우로 210 (상봉동),서울특별시,중랑구,37.5936673220132,127.07599534973
할리스,강변역점,"서울 광진구 구의강변로 64, 구의아크로리버 1층 구의동 589-10",서울,광진구,37.5358285666892,127.092583672192
할리스,용산아이파크몰점,"서울특별시 용산구 한강대로23길 55, 서관 4층 (한강로3가, 용산역)",서울특별시,용산구,37.5297718014452,126.964741503485
할리스,등촌역점,서울특별시 강서구 등촌로 229 (등촌동) 1~2층,서울특별시,강서구,37.5502242501914,126.863458548999
할리스,오류동점,"서울특별시 구로구 경인로 224 (오류동, 칸타빌레5차)",서울특별시,구로구,37.4964851629173,126.845741839583
할리스,잠실학원사거리점,"서울특별시 송파구 석촌호수로 130 (삼전동, 신원빌딩) 삼전동 1-1외 3필지",서울특별시,송파구,37.5071964496082,127.091386305975
할리스,발산역점,서울특별시 강서구 강서로 357 (내발산동),서울특별시,강서구,37.5576668863222,126.837387751506
할리스,목동파리공원점,"서울특별시 양천구 목동서로 57 (목동, 현대파리지앙)",서울특별시,양천구,37.5366321308561,126.879863427781
할리스,북한산DI점,"서울특별시 은평구 북한산로 248-8 (진관동, 자돈)",서울특별시,은평구,37.6518581234721,126.938554425363
할리스,신도림테크노마트점,서울특별시 구로구 새말로 97 (신도림테크노마트) 104~106호,서울특별시,구로구,37.5070438414784,126.890227293528
할리스,KG타워점,"서울특별시 중구 통일로 92 (순화동, 케이지타워) 1층",서울특별시,중구,37.5635955637684,126.969222436022
할리스,올림픽공원역점,"서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원) (A-3동 C구역 )",서울특별시,송파구,37.5203396980951,127.115517876627
할리스,신촌역점,"서울특별시 마포구 신촌로 88 (노고산동, 태영빌딩) 2층",서울특별시,마포구,37.5553097221974,126.935331733458
할리스,노원역점,"서울특별시 노원구 노해로 488 (상계동, 근호빌딩) 1층",서울특별시,노원구,37.6543222923845,127.062168567542
할리스,가산대륭22차점,"서울특별시 금천구 가산디지털1로 146 109,110,111호",서울특별시,금천구,37.4787027326644,126.883148970201
할리스,연트럴파크점,서울특별시 마포구 동교로 233 (연남동),서울특별시,마포구,37.5609588167788,126.924024982068
할리스,강남우리라운지점,서울특별시 강남구 테헤란로 301 역삼동 701-02 삼정빌딩 L층,서울특별시,강남구,37.5031256356337,127.043068810036
할리스,이태원역점,서울특별시 용산구 이태원로 180 2층~3층,서울특별시,용산구,37.5342217426698,126.994224816687
할리스,오목교역점,"서울특별시 양천구 오목로 344 (목동, 청학빌딩) 1층",서울특별시,양천구,37.5237531022074,126.875143110053
할리스,시흥사거리점,서울특별시 금천구 시흥대로 225 1층 시흥동 994-9,서울특별시,금천구,37.4537894156684,126.900461934958
할리스,강남역2점,"서울특별시 강남구 강남대로 422 (역삼동) 역삼동816,816-7,816-8",서울특별시,강남구,37.5003941401087,127.026984908497
할리스,숙대입구점,서울특별시 용산구 청파로 276 2층~3층,서울특별시,용산구,37.5442899576622,126.970939489942
할리스,홍제천점,"서울특별시 서대문구 홍제내길 52,1~2층 (홍제동 361-49)",서울특별시,서대문구,37.584802093985,126.936166344795
